order_id,customer_id,product_id,quantity,order_date,status
650,684,44,3,2025-12-12,CANCELLED
651,597,50,4,2025-10-25,SHIPPED
652,822,22,1,2025-11-22,PENDING
653,708,18,3,2025-12-08,DELIVERED
654,610,42,5,2025-11-29,DELIVERED
655,155,43,2,2025-12-11,PENDING
656,724,5,1,2025-10-25,DELIVERED
657,727,39,4,2025-10-31,SHIPPED
658,973,7,5,2025-11-30,CANCELLED
659,143,22,4,2025-11-19,SHIPPED
660,352,19,5,2025-11-17,SHIPPED
661,451,50,3,2025-12-16,CANCELLED
662,774,37,4,2025-12-13,DELIVERED
663,616,13,5,2025-11-22,CANCELLED
664,544,45,3,2025-10-22,PENDING
665,160,24,5,2025-11-17,SHIPPED
666,184,19,3,2025-10-31,PENDING
667,570,5,3,2025-12-08,DELIVERED
668,125,38,3,2025-11-27,PENDING
669,256,26,2,2025-11-24,CANCELLED
670,419,39,4,2025-11-09,CANCELLED
671,275,6,1,2025-12-18,CANCELLED
672,675,5,4,2025-11-30,PENDING
673,603,5,5,2025-12-16,PENDING
674,189,14,1,2025-12-04,PENDING
675,212,6,4,2025-12-13,DELIVERED
676,537,15,5,2025-12-13,PENDING
677,761,31,1,2025-11-09,PENDING
678,142,21,2,2025-11-29,SHIPPED
679,489,18,4,2025-12-03,DELIVERED
680,999,3,2,2025-11-07,CANCELLED
681,751,43,5,2025-10-30,PENDING
682,432,1,5,2025-10-31,CANCELLED
683,721,9,2,2025-11-16,PENDING
684,698,4,1,2025-10-31,DELIVERED
685,396,19,1,2025-11-12,PENDING
686,960,27,5,2025-12-13,PENDING
687,632,18,5,2025-11-07,PENDING
688,771,11,1,2025-12-08,SHIPPED
689,835,2,5,2025-11-11,PENDING
690,676,35,3,2025-11-07,SHIPPED
691,354,15,1,2025-11-20,CANCELLED
692,105,12,2,2025-11-27,CANCELLED
693,252,18,3,2025-10-27,DELIVERED
694,990,47,2,2025-11-23,CANCELLED
695,30,35,5,2025-12-03,SHIPPED
696,318,27,1,2025-11-11,SHIPPED
697,721,37,2,2025-11-03,SHIPPED
698,160,47,1,2025-11-01,PENDING
699,277,11,2,2025-11-07,CANCELLED
700,58,43,5,2025-10-22,SHIPPED
701,403,27,3,2025-12-10,PENDING
702,856,3,5,2025-10-25,DELIVERED
703,594,8,1,2025-11-03,PENDING
704,777,39,5,2025-12-07,PENDING
705,842,37,4,2025-11-26,SHIPPED
706,249,45,5,2025-12-02,PENDING
707,949,48,2,2025-11-07,SHIPPED
708,946,38,4,2025-10-31,PENDING
709,930,39,2,2025-12-14,CANCELLED
710,281,23,4,2025-12-02,CANCELLED
711,640,48,4,2025-11-17,SHIPPED
712,10,23,4,2025-11-16,SHIPPED
713,356,36,3,2025-10-25,CANCELLED
714,38,45,1,2025-12-14,PENDING
715,940,1,2,2025-11-28,DELIVERED
716,349,21,2,2025-12-08,CANCELLED
717,4,38,2,2025-11-29,DELIVERED
718,727,23,4,2025-10-22,CANCELLED
719,289,27,4,2025-11-21,CANCELLED
720,530,11,5,2025-11-10,DELIVERED
721,669,40,5,2025-11-29,SHIPPED
722,150,11,2,2025-11-17,PENDING
723,965,24,4,2025-11-25,SHIPPED
724,884,31,2,2025-11-14,SHIPPED
725,782,23,2,2025-11-24,CANCELLED
726,615,8,2,2025-11-19,DELIVERED
727,923,14,1,2025-11-28,CANCELLED
728,180,1,3,2025-11-02,CANCELLED
729,698,1,5,2025-11-17,SHIPPED
730,681,39,3,2025-12-12,CANCELLED
731,495,26,5,2025-11-13,PENDING
732,393,13,2,2025-11-19,DELIVERED
733,62,41,3,2025-12-05,CANCELLED
734,984,25,2,2025-11-21,CANCELLED
735,997,11,1,2025-12-04,SHIPPED
736,208,18,5,2025-11-18,CANCELLED
737,383,29,4,2025-12-11,PENDING
738,495,20,1,2025-10-30,CANCELLED
739,298,9,4,2025-11-18,CANCELLED
740,761,20,4,2025-11-29,DELIVERED
741,745,5,1,2025-12-10,CANCELLED
742,722,11,3,2025-10-31,SHIPPED
743,533,19,4,2025-12-15,DELIVERED
744,122,50,3,2025-12-10,DELIVERED
745,337,44,5,2025-12-17,SHIPPED
746,66,36,4,2025-11-17,PENDING
747,202,31,3,2025-12-20,PENDING
748,606,34,2,2025-10-23,CANCELLED
749,776,50,4,2025-10-27,DELIVERED
750,326,8,5,2025-10-22,SHIPPED
751,637,47,5,2025-12-05,SHIPPED
752,574,6,4,2025-11-10,SHIPPED
753,8,47,2,2025-11-07,CANCELLED
754,43,31,2,2025-12-19,CANCELLED
755,55,35,2,2025-12-05,PENDING
756,181,12,3,2025-10-25,DELIVERED
757,155,46,2,2025-10-22,DELIVERED
758,444,9,5,2025-12-14,SHIPPED
759,774,41,1,2025-11-16,SHIPPED
760,716,19,4,2025-11-21,SHIPPED
761,677,49,5,2025-11-27,PENDING
762,898,13,1,2025-11-14,SHIPPED
763,519,30,2,2025-11-08,SHIPPED
764,449,47,1,2025-12-06,CANCELLED
765,181,6,3,2025-11-01,PENDING
766,61,7,1,2025-12-03,DELIVERED
767,971,38,4,2025-12-17,PENDING
768,470,23,2,2025-10-28,DELIVERED
769,17,23,3,2025-10-22,PENDING
770,125,42,2,2025-11-14,PENDING
771,431,35,3,2025-12-05,DELIVERED
772,683,15,1,2025-11-12,DELIVERED
773,535,26,3,2025-10-22,SHIPPED
774,454,1,2,2025-10-31,DELIVERED
775,531,46,2,2025-10-31,
776,141,23,1,2025-12-17,DELIVERED
777,212,4,2,2025-12-03,SHIPPED
778,277,6,2,2025-12-18,PENDING
779,474,43,3,2025-12-13,SHIPPED
780,574,2,2,2025-11-13,DELIVERED
781,941,18,1,2025-12-17,SHIPPED
782,241,1,4,2025-10-31,PENDING
783,28,30,5,2025-12-11,DELIVERED
784,352,48,4,2025-12-03,CANCELLED
785,927,20,3,2025-10-25,DELIVERED
786,833,16,3,2025-11-23,DELIVERED
787,9,43,3,2025-12-05,SHIPPED
788,130,11,2,2025-11-17,DELIVERED
789,713,16,1,2025-11-18,CANCELLED
790,74,13,2,2025-11-19,DELIVERED
791,12,39,5,2025-11-26,PENDING
792,913,34,5,2025-10-27,CANCELLED
793,177,13,5,2025-10-21,CANCELLED
794,572,2,3,2025-10-27,PENDING
795,846,8,3,2025-10-31,CANCELLED
796,551,46,1,2025-12-19,PENDING
797,119,35,3,2025-11-06,CANCELLED
798,927,50,4,2025-11-04,SHIPPED
799,675,30,3,2025-12-04,CANCELLED
800,129,47,3,2025-11-30,CANCELLED
801,418,12,1,2025-11-23,DELIVERED
802,581,20,5,2025-12-09,CANCELLED
803,124,41,4,2025-12-08,DELIVERED
804,419,34,3,2025-10-22,CANCELLED
805,809,20,3,2025-11-23,CANCELLED
806,697,50,3,2025-12-04,SHIPPED
807,793,44,1,2025-11-24,CANCELLED
808,615,27,1,2025-11-26,DELIVERED
809,559,18,3,2025-11-29,PENDING
810,755,5,5,2025-11-28,CANCELLED
811,966,5,5,2025-12-12,SHIPPED
812,106,33,4,2025-10-29,PENDING
813,171,18,4,2025-11-12,DELIVERED
814,791,35,5,2025-11-24,DELIVERED
815,602,19,1,2025-10-25,SHIPPED
816,689,31,5,2025-12-20,PENDING
817,458,19,5,2025-11-14,CANCELLED
818,727,41,1,2025-10-30,CANCELLED
819,19,4,4,2025-12-19,CANCELLED
820,366,36,3,2025-10-26,PENDING
821,714,45,4,2025-11-03,DELIVERED
822,172,46,5,2025-11-10,DELIVERED
823,735,21,2,2025-12-19,DELIVERED
824,293,13,1,2025-12-18,DELIVERED
825,25,13,3,2025-10-27,DELIVERED
826,938,5,2,2025-11-29,PENDING
827,513,19,2,2025-11-19,DELIVERED
828,811,38,5,2025-10-29,SHIPPED
829,313,14,5,2025-11-17,DELIVERED
830,999999,38,4,2025-11-20,DELIVERED
831,69,29,4,2025-11-25,PENDING
832,477,8,5,2025-11-15,SHIPPED
833,677,30,2,2025-11-07,CANCELLED
834,171,50,3,2025-11-27,PENDING
835,78,33,1,2025-12-13,SHIPPED
836,462,45,5,2025-12-04,CANCELLED
837,406,2,1,2025-12-05,DELIVERED
838,261,7,5,2025-11-07,CANCELLED
839,469,43,4,2025-12-20,SHIPPED
840,258,42,3,2025-12-12,PENDING
841,445,21,1,2025-11-02,PENDING
842,609,10,1,2025-10-24,SHIPPED
843,240,38,2,2025-12-16,PENDING
844,385,32,3,2025-10-24,PENDING
845,486,43,1,2025-12-06,SHIPPED
846,661,28,4,2025-12-17,PENDING
847,264,46,1,2025-11-25,CANCELLED
848,354,7,4,2025-12-12,CANCELLED
849,915,35,3,2025-12-15,SHIPPED
850,963,20,1,2025-10-25,PENDING
851,576,49,5,2025-11-24,CANCELLED
852,999999,30,1,2025-11-03,DELIVERED
853,849,14,4,2025-11-23,DELIVERED
854,8,6,4,2025-10-28,CANCELLED
855,36,40,2,2025-11-04,CANCELLED
856,402,17,4,2025-12-04,SHIPPED
857,595,50,4,2025-11-16,SHIPPED
858,426,27,4,2025-11-05,SHIPPED
859,446,14,3,2025-11-25,PENDING
860,263,18,2,2025-11-06,DELIVERED
861,231,39,2,2025-11-12,DELIVERED
862,685,49,5,2025-12-03,CANCELLED
863,998,13,1,2025-10-22,CANCELLED
864,467,13,1,2025-11-27,CANCELLED
865,137,43,5,2025-11-13,DELIVERED
866,654,41,2,2025-12-20,CANCELLED
867,32,29,1,2025-11-06,PENDING
868,213,34,3,2025-11-21,PENDING
869,761,7,5,2025-12-19,CANCELLED
870,227,45,4,2025-12-07,SHIPPED
871,814,3,1,2025-11-02,CANCELLED
872,880,22,1,2025-12-07,PENDING
873,547,8,1,2025-11-06,SHIPPED
874,755,44,2,2025-11-05,SHIPPED
875,808,5,3,2025-12-13,SHIPPED
876,783,18,5,2025-11-23,CANCELLED
877,676,36,2,2025-10-28,CANCELLED
878,158,17,1,2025-12-02,DELIVERED
879,458,29,5,2025-11-01,DELIVERED
880,760,24,1,2025-10-25,PENDING
881,256,43,1,2025-12-01,PENDING
882,86,49,5,2025-11-30,CANCELLED
883,43,30,2,2025-11-11,CANCELLED
884,901,42,3,2025-11-29,DELIVERED
885,675,38,2,2025-11-28,CANCELLED
886,279,20,1,2025-12-10,SHIPPED
887,83,41,4,2025-11-16,PENDING
888,464,22,2,2025-12-01,SHIPPED
889,192,19,3,2025-11-13,PENDING
890,689,39,2,2025-11-06,CANCELLED
891,920,31,2,2025-10-30,DELIVERED
892,987,34,1,2025-11-08,CANCELLED
893,37,49,5,2025-11-19,SHIPPED
894,705,7,3,2025-12-03,PENDING
895,803,6,4,2025-10-24,DELIVERED
896,1,4,3,2025-12-02,DELIVERED
897,270,29,3,2025-11-16,DELIVERED
898,945,37,5,2025-12-03,SHIPPED
899,38,15,5,2025-11-28,CANCELLED
900,213,2,5,2025-11-24,CANCELLED
901,198,3,2,2025-11-06,PENDING
902,322,48,4,2025-11-13,CANCELLED
903,492,20,2,2025-10-30,SHIPPED
904,517,23,3,2025-11-21,SHIPPED
905,195,44,4,2025-10-30,DELIVERED
906,93,11,3,2025-11-15,CANCELLED
907,852,40,4,2025-12-06,SHIPPED
908,421,17,4,2025-10-27,PENDING
909,243,9,2,2025-12-01,DELIVERED
910,353,8,2,2025-10-25,CANCELLED
911,10,35,1,2025-10-29,SHIPPED
912,591,30,3,2025-12-19,DELIVERED
913,78,19,1,2025-12-06,PENDING
914,274,29,4,2025-10-31,DELIVERED
915,168,11,2,2025-11-06,CANCELLED
916,790,20,5,2025-11-29,PENDING
917,973,8,4,2025-12-04,DELIVERED
918,828,14,5,2025-12-06,CANCELLED
919,373,8,3,2025-12-20,SHIPPED
920,55,48,2,2025-11-06,CANCELLED
921,350,26,5,2025-12-17,PENDING
922,445,23,2,2025-10-28,DELIVERED
923,720,9,5,2025-10-23,PENDING
924,684,38,4,2025-11-25,
925,362,42,3,2025-10-23,PENDING
926,95,38,4,2025-11-13,SHIPPED
927,575,19,3,2025-11-05,CANCELLED
928,573,9,3,2025-11-05,SHIPPED
929,756,32,1,2025-11-20,PENDING
930,497,43,5,2025-10-21,SHIPPED
931,986,3,5,2025-12-17,PENDING
932,994,49,5,2025-11-07,DELIVERED
933,588,9,3,2025-12-05,CANCELLED
934,625,25,5,2025-11-15,SHIPPED
935,767,6,4,2025-12-04,CANCELLED
936,758,27,5,2025-12-01,DELIVERED
937,68,28,3,2025-11-26,DELIVERED
938,237,27,1,2025-12-17,DELIVERED
939,121,33,1,2025-12-04,SHIPPED
940,340,43,5,2025-10-28,DELIVERED
941,508,4,1,2025-11-17,PENDING
942,167,22,2,2025-11-10,DELIVERED
943,490,45,2,2025-11-09,DELIVERED
944,384,37,3,2025-11-10,DELIVERED
945,635,49,4,2025-11-15,PENDING
946,831,34,1,2025-12-09,CANCELLED
947,737,9,2,2025-11-28,CANCELLED
948,689,43,5,2025-11-20,CANCELLED
949,748,16,1,2025-11-21,CANCELLED
950,765,3,1,2025-11-24,DELIVERED
951,386,18,3,2025-11-01,DELIVERED
952,778,2,2,2025-12-05,SHIPPED
953,671,44,5,2025-10-29,CANCELLED
954,64,33,4,2025-11-12,CANCELLED
955,785,4,4,2025-10-27,DELIVERED
956,876,33,4,2025-11-12,DELIVERED
957,245,9,2,2025-12-02,PENDING
958,113,39,1,2025-11-28,PENDING
959,497,3,5,2025-10-26,CANCELLED
960,460,15,1,2025-11-09,CANCELLED
961,685,31,4,2025-11-05,CANCELLED
962,643,11,3,2025-11-11,PENDING
963,857,29,4,2025-12-05,CANCELLED
964,705,40,1,2025-10-30,CANCELLED
965,570,45,3,2025-11-30,PENDING
966,516,31,3,2025-12-16,DELIVERED
967,757,15,1,2025-10-29,SHIPPED
968,174,3,3,2025-12-14,PENDING
969,273,10,1,2025-11-06,PENDING
970,957,3,1,2025-11-04,PENDING
971,337,24,3,2025-11-25,SHIPPED
972,561,7,5,2025-11-09,SHIPPED
973,607,44,2,2025-10-22,CANCELLED
974,850,3,4,2025-11-11,SHIPPED
975,534,32,5,2025-11-21,PENDING
976,435,14,1,2025-11-26,CANCELLED
977,167,7,5,2025-10-22,PENDING
978,580,7,5,2025-11-05,CANCELLED
979,164,27,3,2025-11-30,PENDING
980,63,45,1,2025-12-03,CANCELLED
981,490,43,1,2025-11-04,CANCELLED
982,982,47,1,2025-12-08,PENDING
983,463,5,3,2025-11-23,PENDING
984,162,39,3,2025-11-30,CANCELLED
985,591,28,5,2025-10-27,CANCELLED
986,168,48,5,2025-11-10,DELIVERED
987,755,32,2,2025-11-13,SHIPPED
988,184,9,3,2025-10-31,CANCELLED
989,155,7,2,2025-11-22,DELIVERED
990,370,6,3,2025-11-07,DELIVERED
991,225,44,5,2025-11-04,SHIPPED
992,199,18,5,2025-12-18,DELIVERED
993,456,33,4,2025-12-01,DELIVERED
994,117,6,2,2025-12-12,SHIPPED
995,569,15,2,2025-12-13,DELIVERED
996,810,43,1,2025-10-23,SHIPPED
997,465,22,1,2025-12-12,DELIVERED
998,3,7,1,2025-11-20,PENDING
999,924,4,2,2025-11-08,CANCELLED
1000,11,31,4,2025-11-16,DELIVERED
1001,693,50,2,2025-12-16,CANCELLED
1002,56,8,2,2025-12-19,CANCELLED
1003,752,1,3,2025-11-13,CANCELLED
1004,525,6,1,2025-10-22,SHIPPED
1005,486,20,2,2025-12-01,CANCELLED
1006,10,30,2,2025-10-24,DELIVERED
1007,678,49,3,2025-11-06,PENDING
1008,674,34,4,2025-12-15,PENDING
1009,999999,40,2,2025-11-23,CANCELLED
1010,419,18,5,2025-10-29,PENDING
1011,830,29,4,2025-10-31,DELIVERED
1012,430,45,3,2025-12-12,PENDING
1013,784,45,2,2025-10-21,SHIPPED
1014,337,8,3,2025-12-05,CANCELLED
1015,35,30,2,2025-11-22,SHIPPED
1016,187,13,2,2025-10-27,CANCELLED
1017,994,48,1,2025-11-19,PENDING
1018,729,36,5,2025-12-11,SHIPPED
1019,31,18,5,2025-12-01,DELIVERED
1020,258,25,5,2025-11-18,DELIVERED
1021,169,25,2,2025-11-09,PENDING
1022,577,8,2,2025-12-20,CANCELLED
1023,470,9,4,2025-11-03,SHIPPED
1024,410,18,3,2025-12-07,DELIVERED
1025,994,22,5,2025-11-30,CANCELLED
1026,869,19,5,2025-12-20,DELIVERED
1027,850,13,5,2025-10-30,SHIPPED
1028,329,22,3,2025-11-03,DELIVERED
1029,593,30,3,2025-11-13,SHIPPED
1030,123,23,4,2025-12-15,PENDING
1031,584,44,5,2025-11-14,SHIPPED
1032,232,42,2,2025-12-06,CANCELLED
1033,37,36,2,2025-10-27,SHIPPED
1034,533,26,2,2025-11-21,DELIVERED
1035,344,2,5,2025-11-09,PENDING
1036,326,18,5,2025-12-03,PENDING
1037,91,39,2,2025-12-09,SHIPPED
1038,731,38,4,2025-12-02,DELIVERED
1039,479,49,4,2025-12-17,CANCELLED
1040,255,24,1,2025-11-19,SHIPPED
1041,807,2,3,2025-10-23,SHIPPED
1042,583,49,1,2025-12-18,CANCELLED
1043,884,15,1,2025-12-09,CANCELLED
1044,784,23,2,2025-10-30,PENDING
1045,395,24,4,2025-10-23,CANCELLED
1046,607,42,5,2025-12-17,
1047,560,43,4,2025-11-27,PENDING
1048,310,39,5,2025-12-02,DELIVERED
1049,788,39,4,2025-11-26,PENDING
1050,357,32,4,2025-12-05,DELIVERED
1051,988,17,3,2025-10-24,CANCELLED
1052,999999,4,3,2025-10-25,DELIVERED
1053,156,7,1,2025-11-18,PENDING
1054,477,25,4,2025-10-25,CANCELLED
1055,226,21,1,2025-11-13,PENDING
1056,283,44,1,2025-12-01,SHIPPED
1057,163,18,4,2025-11-18,SHIPPED
1058,668,41,4,2025-12-02,SHIPPED
1059,303,42,4,2025-12-12,DELIVERED
1060,936,13,5,2025-12-15,CANCELLED
1061,691,19,2,2025-11-09,PENDING
1062,596,50,1,2025-12-14,DELIVERED
1063,350,11,2,2025-11-02,DELIVERED
1064,838,29,3,2025-12-16,DELIVERED
1065,127,31,2,2025-11-09,PENDING
1066,254,17,4,2025-11-01,CANCELLED
1067,993,1,2,2025-11-05,DELIVERED
1068,938,41,2,2025-12-16,PENDING
1069,664,14,2,2025-12-13,PENDING
1070,793,33,4,2025-12-18,DELIVERED
1071,276,50,2,2025-11-17,DELIVERED
1072,791,37,3,2025-10-25,DELIVERED
1073,91,44,5,2025-11-06,CANCELLED
1074,372,50,3,2025-11-29,DELIVERED
1075,110,44,3,2025-11-10,PENDING
1076,277,49,5,2025-11-06,DELIVERED
1077,533,18,5,2025-11-23,SHIPPED
1078,815,24,3,2025-11-10,DELIVERED
1079,737,46,2,2025-11-03,CANCELLED
1080,679,10,2,2025-11-29,SHIPPED
1081,654,23,5,2025-11-29,PENDING
1082,969,28,5,2025-12-16,CANCELLED
1083,359,42,3,2025-11-12,SHIPPED
1084,988,5,4,2025-11-01,PENDING
1085,815,4,1,2025-11-24,SHIPPED
1086,126,4,4,2025-12-04,SHIPPED
1087,628,49,4,2025-11-13,SHIPPED
1088,69,39,3,2025-11-23,DELIVERED
1089,227,22,3,2025-10-28,DELIVERED
1090,409,14,3,2025-11-21,CANCELLED
1091,947,45,1,2025-10-28,CANCELLED
1092,193,31,2,2025-10-23,DELIVERED
1093,600,17,2,2025-12-17,CANCELLED
1094,570,18,1,2025-11-04,SHIPPED
1095,563,42,3,2025-12-07,PENDING
1096,255,7,4,2025-12-18,PENDING
1097,530,35,4,2025-11-13,SHIPPED
1098,101,40,2,2025-12-05,DELIVERED
1099,413,43,5,2025-12-11,DELIVERED
1100,961,30,5,2025-11-06,CANCELLED
1101,823,26,3,2025-10-27,CANCELLED
1102,709,41,5,2025-12-08,PENDING
1103,894,31,2,2025-12-09,CANCELLED
1104,402,20,5,2025-10-25,SHIPPED
1105,796,31,5,2025-11-18,PENDING
1106,428,48,4,2025-12-20,DELIVERED
1107,944,40,2,2025-10-28,SHIPPED
1108,357,48,2,2025-11-26,DELIVERED
1109,46,44,2,2025-10-26,CANCELLED
1110,793,38,2,2025-12-05,CANCELLED
1111,801,44,5,2025-11-06,SHIPPED
1112,587,29,1,2025-10-27,SHIPPED
1113,822,9,1,2025-12-01,SHIPPED
1114,655,44,4,2025-12-16,SHIPPED
1115,262,26,5,2025-11-16,SHIPPED
1116,125,34,5,2025-12-04,DELIVERED
1117,358,20,4,2025-11-14,SHIPPED
1118,538,37,4,2025-11-20,SHIPPED
1119,536,48,1,2025-12-10,PENDING
1120,260,18,3,2025-10-29,CANCELLED
1121,648,44,4,2025-10-30,DELIVERED
1122,773,2,3,2025-12-13,SHIPPED
1123,586,8,2,2025-11-16,DELIVERED
1124,616,21,3,2025-12-11,DELIVERED
1125,122,28,4,2025-11-15,SHIPPED
1126,83,11,5,2025-12-04,PENDING
1127,184,40,3,2025-12-04,SHIPPED
1128,120,3,3,2025-12-07,PENDING
1129,298,9,4,2025-10-21,SHIPPED
1130,490,41,2,2025-10-30,DELIVERED
1131,453,16,5,2025-11-20,SHIPPED
1132,389,44,4,2025-12-13,PENDING
1133,833,10,4,2025-11-29,SHIPPED
1134,137,50,5,2025-11-05,DELIVERED
1135,668,15,2,2025-11-21,CANCELLED
1136,602,49,3,2025-12-20,PENDING
1137,108,21,4,2025-10-27,SHIPPED
1138,92,31,2,2025-11-04,PENDING
1139,359,17,2,2025-12-17,DELIVERED
1140,385,35,5,2025-12-13,PENDING
1141,967,27,5,2025-12-04,PENDING
1142,499,27,3,2025-12-01,PENDING
1143,732,38,1,2025-11-20,PENDING
1144,584,13,5,2025-12-11,DELIVERED
1145,241,30,5,2025-12-10,SHIPPED
1146,71,24,1,2025-10-30,SHIPPED
1147,800,35,1,2025-12-13,SHIPPED
1148,222,36,1,2025-11-03,DELIVERED
1149,817,25,5,2025-11-02,DELIVERED
1150,658,16,1,2025-11-13,SHIPPED
1151,653,17,4,2025-11-03,CANCELLED
1152,539,17,2,2025-11-12,PENDING
1153,794,10,2,2025-12-01,SHIPPED
1154,697,38,4,2025-12-17,SHIPPED
1155,541,13,3,2025-11-29,DELIVERED
1156,598,23,2,2025-11-17,PENDING
1157,998,9,2,2025-10-26,CANCELLED
1158,225,49,4,2025-11-07,SHIPPED
1159,403,39,3,2025-12-19,PENDING
1160,276,1,5,2025-11-17,DELIVERED
1161,777,15,1,2025-12-15,SHIPPED
1162,82,36,3,2025-12-08,CANCELLED
1163,762,16,1,2025-11-24,DELIVERED
1164,500,11,3,2025-11-17,SHIPPED
1165,374,21,5,2025-11-29,SHIPPED
1166,238,42,4,2025-10-31,PENDING
1167,722,29,4,2025-12-12,CANCELLED
1168,656,2,3,2025-11-08,SHIPPED
1169,723,23,4,2025-12-07,PENDING
1170,863,13,2,2025-12-20,PENDING
1171,354,13,2,2025-11-17,CANCELLED
1172,752,36,1,2025-11-14,PENDING
1173,783,17,5,2025-12-02,SHIPPED
1174,484,22,5,2025-11-02,SHIPPED
1175,448,38,4,2025-11-26,PENDING
1176,34,32,4,2025-11-24,PENDING
1177,910,6,5,2025-12-16,CANCELLED
1178,866,4,1,2025-11-11,SHIPPED
1179,652,1,1,2025-10-26,PENDING
1180,400,6,4,2025-12-09,DELIVERED
1181,355,1,1,2025-12-03,CANCELLED
1182,459,24,3,2025-11-05,CANCELLED
1183,683,28,1,2025-11-05,PENDING
1184,118,30,5,2025-10-29,CANCELLED
1185,309,40,1,2025-12-16,PENDING
1186,91,31,3,2025-11-05,PENDING
1187,342,28,1,2025-12-09,PENDING
1188,606,42,1,2025-11-03,CANCELLED
1189,104,3,5,2025-11-06,DELIVERED
1190,453,4,1,2025-12-08,DELIVERED
1191,570,31,4,2025-11-14,DELIVERED
1192,190,45,1,2025-12-06,PENDING
1193,158,48,5,2025-12-16,SHIPPED
1194,200,32,3,2025-10-22,
1195,363,1,1,2025-12-02,DELIVERED
1196,792,34,3,2025-11-24,DELIVERED
1197,549,26,1,2025-11-01,PENDING
1198,248,44,1,2025-10-30,PENDING
1199,771,37,3,2025-11-06,DELIVERED
1200,690,47,3,2025-12-09,CANCELLED
1201,686,32,4,2025-12-11,DELIVERED
1202,563,37,5,2025-11-09,PENDING
1203,572,27,1,2025-12-14,DELIVERED
1204,259,5,4,2025-12-09,PENDING
1205,848,4,4,2025-10-30,DELIVERED
1206,786,35,2,2025-12-02,PENDING
1207,885,29,3,2025-11-12,DELIVERED
1208,510,15,2,2025-11-05,PENDING
1209,191,50,5,2025-11-05,DELIVERED
1210,148,22,2,2025-11-02,PENDING
1211,921,34,3,2025-11-01,DELIVERED
1212,658,29,1,2025-11-17,PENDING
1213,314,30,4,2025-12-13,SHIPPED
1214,533,34,1,2025-10-21,DELIVERED
1215,996,48,3,2025-10-29,CANCELLED
1216,768,17,4,2025-12-13,CANCELLED
1217,450,24,3,2025-11-05,DELIVERED
1218,119,22,4,2025-12-10,CANCELLED
1219,585,45,3,2025-10-28,PENDING
1220,701,50,2,2025-11-23,DELIVERED
1221,119,35,5,2025-12-03,SHIPPED
1222,937,20,5,2025-11-13,CANCELLED
1223,165,27,3,2025-10-29,CANCELLED
1224,334,1,3,2025-12-10,PENDING
1225,568,39,5,2025-10-27,PENDING
1226,684,2,3,2025-12-06,DELIVERED
1227,542,9,4,2025-10-23,PENDING
1228,311,8,1,2025-11-24,DELIVERED
1229,201,39,5,2025-11-19,PENDING
1230,630,22,5,2025-12-09,PENDING
1231,458,36,5,2025-11-15,DELIVERED
1232,385,3,5,2025-11-11,PENDING
1233,363,3,3,2025-11-24,PENDING
1234,203,5,3,2025-12-02,SHIPPED
1235,992,8,5,2025-11-28,CANCELLED
1236,298,46,1,2025-12-01,DELIVERED
1237,96,31,3,2025-11-09,SHIPPED
1238,302,12,4,2025-11-19,SHIPPED
1239,853,11,4,2025-11-05,PENDING
1240,991,5,4,2025-12-12,SHIPPED
1241,214,24,4,2025-11-21,DELIVERED
1242,833,16,3,2025-11-13,DELIVERED
1243,822,1,1,2025-11-20,PENDING
1244,520,9,1,2025-11-03,SHIPPED
1245,917,11,5,2025-10-26,DELIVERED
1246,362,6,4,2025-10-25,CANCELLED
1247,378,21,5,2025-11-27,CANCELLED
1248,549,38,3,2025-11-23,CANCELLED
1249,923,18,2,2025-12-18,SHIPPED
1250,451,47,4,2025-10-30,CANCELLED
1251,390,44,3,2025-12-06,SHIPPED
1252,851,38,4,2025-11-11,SHIPPED
1253,26,1,3,2025-11-20,PENDING
1254,674,19,2,2025-11-03,CANCELLED
1255,503,41,4,2025-11-06,PENDING
1256,32,37,2,2025-11-06,CANCELLED
1257,561,38,1,2025-11-10,SHIPPED
1258,323,20,3,2025-11-02,CANCELLED
1259,794,13,5,2025-11-15,PENDING
1260,98,20,5,2025-10-30,PENDING
1261,779,2,1,2025-11-21,SHIPPED
1262,234,50,5,2025-10-25,CANCELLED
1263,407,45,1,2025-10-27,DELIVERED
1264,694,17,5,2025-12-02,PENDING
1265,533,32,1,2025-12-19,SHIPPED
1266,579,21,3,2025-11-07,PENDING
1267,673,7,5,2025-11-06,PENDING
1268,182,14,2,2025-11-04,DELIVERED
1269,772,14,1,2025-11-23,CANCELLED
1270,545,46,3,2025-11-19,PENDING
1271,747,50,3,2025-11-27,CANCELLED
1272,148,20,2,2025-12-03,SHIPPED
1273,110,2,4,2025-10-30,PENDING
1274,308,15,2,2025-12-15,DELIVERED
1275,367,40,2,2025-12-11,SHIPPED
1276,948,44,2,2025-12-03,PENDING
1277,423,40,4,2025-11-13,DELIVERED
1278,179,31,5,2025-11-22,PENDING
1279,817,39,4,2025-12-07,CANCELLED
1280,493,18,5,2025-11-29,DELIVERED
1281,845,33,5,2025-10-21,CANCELLED
1282,309,4,2,2025-11-20,PENDING
1283,940,18,2,2025-12-13,CANCELLED
1284,975,32,2,2025-10-30,SHIPPED
1285,57,24,5,2025-12-03,PENDING
1286,681,33,1,2025-11-16,PENDING
1287,711,1,5,2025-11-09,DELIVERED
